date,state,race,state_name,population,Cases,Deaths,Hosp,Tests
2020-10-21,CA,AIAN,California,631016,1758,53,missing,missing
2020-10-21,CA,Asian,California,6085947,34451,1976,missing,missing
2020-10-21,CA,Black,California,2237044,26217,1266,missing,missing
2020-10-21,CA,Latinx,California,15579652,377694,8185,missing,missing
2020-10-21,CA,Multiracial,California,5760235,6930,130,missing,missing
2020-10-21,CA,NHPI,California,157263,3325,79,missing,missing
2020-10-21,CA,Other,California,8370596,60304,84,missing,missing
2020-10-21,CA,Total,California,55117875,877784,17027,missing,missing
2020-10-21,CA,White,California,16296122,108007,5060,missing,missing
2020-10-21,CO,AIAN,Colorado,74129,515,12,missing,missing
2020-10-21,CO,Asian,Colorado,199827,1581,62,missing,missing
2020-10-21,CO,Black,Colorado,234828,3314,125,missing,missing
2020-10-21,CO,Latinx,Colorado,1263390,32687,483,missing,missing
2020-10-21,CO,Multiracial,Colorado,707670,1261,39,missing,missing
2020-10-21,CO,NHPI,Colorado,10287,328,5,missing,missing
2020-10-21,CO,Other,Colorado,464046,657,10,missing,missing
2020-10-21,CO,Total,Colorado,7037104,88849,2066,missing,missing
2020-10-21,CO,White,Colorado,4082927,34029,1289,missing,missing
2020-10-21,CT,AIAN,Connecticut,16051,70,2,missing,missing
2020-10-21,CT,Asian,Connecticut,172455,933,49,missing,missing
2020-10-21,CT,Black,Connecticut,388675,7925,670,missing,missing
2020-10-21,CT,Latinx,Connecticut,623293,12502,405,missing,missing
2020-10-21,CT,Multiracial,Connecticut,332904,552,37,missing,missing
2020-10-21,CT,Other,Connecticut,299133,948,21,missing,missing
2020-10-21,CT,Total,Connecticut,4229237,64871,4567,missing,missing
2020-10-21,CT,White,Connecticut,2395128,22146,3340,missing,missing
2020-10-21,DC,AIAN,District of Columbia,3193,38,missing,missing,missing
2020-10-21,DC,Asian,District of Columbia,33545,269,8,missing,missing
2020-10-21,DC,Black,District of Columbia,285810,8217,480,missing,missing
2020-10-21,DC,Latinx,District of Columbia,77652,missing,81,missing,missing
2020-10-21,DC,NHPI,District of Columbia,432,45,missing,missing,missing
2020-10-21,DC,Other,District of Columbia,37294,4146,0,missing,missing
2020-10-21,DC,Total,District of Columbia,767197,16498,642,missing,missing
2020-10-21,DC,White,District of Columbia,273194,3688,67,missing,missing
2020-10-21,DE,Asian,Delaware,42699,322,1,missing,7142
2020-10-21,DE,Black,Delaware,218899,6116,174,missing,60162
2020-10-21,DE,Latinx,Delaware,104290,5106,49,missing,25315
2020-10-21,DE,Other,Delaware,48509,1077,12,missing,26799
2020-10-21,DE,Total,Delaware,1094238,23375,670,missing,331480
2020-10-21,DE,White,Delaware,597763,9047,434,missing,153415
2020-10-21,FL,Black,Florida,3246381,109872,2949,10638,missing
2020-10-21,FL,Latinx,Florida,5697240,219967,4161,13628,missing
2020-10-21,FL,Other,Florida,1564282,50983,652,2635,missing
2020-10-21,FL,Total,Florida,27235427,762534,16413,48171,missing
2020-10-21,FL,White,Florida,12422961,207598,7996,19498,missing
2020-10-21,GA,AIAN,Georgia,50618,183,9,missing,missing
2020-10-21,GA,Asian,Georgia,479028,5737,136,missing,missing
2020-10-21,GA,Black,Georgia,3320513,91521,3062,missing,missing
2020-10-21,GA,Latinx,Georgia,1123457,43954,458,missing,missing
2020-10-21,GA,NHPI,Georgia,7299,320,7,missing,missing
2020-10-21,GA,Other,Georgia,555059,9064,20,missing,missing
2020-10-21,GA,Total,Georgia,11835365,342438,7674,missing,missing
2020-10-21,GA,White,Georgia,5555483,114785,3872,missing,missing
2020-10-21,HI,Asian,Hawaii,541902,3012,104,missing,missing
2020-10-21,HI,Black,Hawaii,23417,195,5,missing,missing
2020-10-21,HI,NHPI,Hawaii,157445,3610,50,missing,missing
2020-10-21,HI,Other,Hawaii,26747,323,5,missing,missing
2020-10-21,HI,Total,Hawaii,1594194,14233,203,missing,missing
2020-10-21,HI,White,Hawaii,333261,1243,17,missing,missing
2020-10-21,IA,AIAN,Iowa,14486,888,5,missing,missing
2020-10-21,IA,Asian,Iowa,75629,3294,29,missing,missing
2020-10-21,IA,Black,Iowa,131972,5490,55,missing,missing
2020-10-21,IA,NHPI,Iowa,5758,824,13,missing,missing
2020-10-21,IA,Other,Iowa,88720,1098,6,missing,missing
2020-10-21,IA,Total,Iowa,3406355,110421,1585,missing,missing
2020-10-21,IA,White,Iowa,2694521,80160,1286,missing,missing
2020-10-21,ID,AIAN,Idaho,25621,852,9,missing,missing
2020-10-21,ID,Asian,Idaho,26836,400,4,missing,missing
2020-10-21,ID,Black,Idaho,15726,448,4,missing,missing
2020-10-21,ID,Multiracial,Idaho,153205,0,missing,missing,missing
2020-10-21,ID,NHPI,Idaho,3726,144,missing,missing,missing
2020-10-21,ID,Other,Idaho,103632,5302,10,missing,missing
2020-10-21,ID,Total,Idaho,2078513,55650,546,missing,missing
2020-10-21,ID,White,Idaho,1510360,29930,518,missing,missing
2020-10-21,IL,AIAN,Illinois,96498,444,12,missing,5381
2020-10-21,IL,Asian,Illinois,754878,7588,393,missing,246850
2020-10-21,IL,Black,Illinois,1808271,44776,2292,missing,554826
2020-10-21,IL,Latinx,Illinois,2337410,85816,1813,missing,486015
2020-10-21,IL,NHPI,Illinois,4501,555,10,missing,7808
2020-10-21,IL,Other,Illinois,1135149,12488,49,missing,225266
2020-10-21,IL,Total,Illinois,15149918,358804,9605,missing,6950105
2020-10-21,IL,White,Illinois,7868227,111937,4625,missing,2220118
2020-10-21,IN,Asian,Indiana,167959,1823,21,missing,28511
2020-10-21,IN,Black,Indiana,648513,13305,464,missing,122561
2020-10-21,IN,Other,Indiana,261312,20848,515,missing,200976
2020-10-21,IN,Total,Indiana,7339719,152396,4023,missing,1581109
2020-10-21,IN,White,Indiana,5241795,87576,2529,missing,1019708
2020-10-21,KS,AIAN,Kansas,30995,553,11,28,3483
2020-10-21,KS,Asian,Kansas,86273,1662,18,80,10300
2020-10-21,KS,Black,Kansas,168809,4883,100,401,28074
2020-10-21,KS,Other,Kansas,145422,4392,65,320,36852
2020-10-21,KS,Total,Kansas,3320483,74456,952,3506,605509
2020-10-21,KS,White,Kansas,2222462,50401,685,2493,345995
2020-10-21,KY,AIAN,Kentucky,12801,221,0,missing,missing
2020-10-21,KY,Asian,Kentucky,74426,516,12,missing,missing
2020-10-21,KY,Black,Kentucky,362417,8218,154,missing,missing
2020-10-21,KY,Multiracial,Kentucky,244840,4168,36,missing,missing
2020-10-21,KY,NHPI,Kentucky,3681,96,missing,missing,missing
2020-10-21,KY,Total,Kentucky,4713690,90996,1363,missing,missing
2020-10-21,KY,White,Kentucky,3711254,55328,1065,missing,missing
2020-10-21,LA,AIAN,Louisiana,31657,485,6,missing,missing
2020-10-21,LA,Asian,Louisiana,86438,9184,39,missing,missing
2020-10-21,LA,Black,Louisiana,1464023,63549,2535,missing,missing
2020-10-21,LA,NHPI,Louisiana,1911,200,7,missing,missing
2020-10-21,LA,Other,Louisiana,142699,15725,27,missing,missing
2020-10-21,LA,Total,Louisiana,4980306,181132,5790,missing,missing
2020-10-21,LA,White,Louisiana,2657652,71281,2965,missing,missing
2020-10-21,MA,Asian,Massachusetts,507934,3380,240,420,missing
2020-10-21,MA,Black,Massachusetts,494029,13245,774,1528,missing
2020-10-21,MA,Latinx,Massachusetts,887685,35066,670,1950,missing
2020-10-21,MA,Other,Massachusetts,496731,9932,642,1098,missing
2020-10-21,MA,Total,Massachusetts,7917602,146166,9780,13056,missing
2020-10-21,MA,White,Massachusetts,4896037,46590,7399,6519,missing
2020-10-21,MD,Asian,Maryland,420944,2632,150,missing,missing
2020-10-21,MD,Black,Maryland,1820472,42702,1648,missing,missing
2020-10-21,MD,Latinx,Maryland,729745,29085,460,missing,missing
2020-10-21,MD,Other,Maryland,410941,6370,44,missing,missing
2020-10-21,MD,Total,Maryland,6906969,137236,4058,missing,missing
2020-10-21,MD,White,Maryland,3007874,35946,1743,missing,missing
2020-10-21,ME,AIAN,Maine,7885,14,0,0,missing
2020-10-21,ME,Asian,Maine,16798,123,0,12,missing
2020-10-21,ME,Black,Maine,25752,995,4,45,missing
2020-10-21,ME,Multiracial,Maine,64710,32,0,0,missing
2020-10-21,ME,NHPI,Maine,443,4,0,0,missing
2020-10-21,ME,Other,Maine,9730,160,0,7,missing
2020-10-21,ME,Total,Maine,1388968,6027,146,470,missing
2020-10-21,ME,White,Maine,1237041,4186,132,389,missing
2020-10-21,MI,AIAN,Michigan,61261,830,24,missing,missing
2020-10-21,MI,Asian,Michigan,334300,3221,92,missing,missing
2020-10-21,MI,Black,Michigan,1376579,29497,2730,missing,missing
2020-10-21,MI,Multiracial,Michigan,635315,10441,106,missing,missing
2020-10-21,MI,Other,Michigan,221851,10190,152,missing,missing
2020-10-21,MI,Total,Michigan,10641753,167872,7418,missing,missing
2020-10-21,MI,White,Michigan,7444974,88710,4109,missing,missing
2020-10-21,MN,AIAN,Minnesota,68641,1118,42,175,missing
2020-10-21,MN,Asian,Minnesota,299190,6392,105,687,missing
2020-10-21,MN,Black,Minnesota,398434,18424,203,1710,missing
2020-10-21,MN,Latinx,Minnesota,345640,17588,104,1159,missing
2020-10-21,MN,Multiracial,Minnesota,345721,1498,12,121,missing
2020-10-21,MN,NHPI,Minnesota,2918,161,2,9,missing
2020-10-21,MN,Other,Minnesota,168444,1914,6,84,missing
2020-10-21,MN,Total,Minnesota,6052134,126591,2281,9147,missing
2020-10-21,MN,White,Minnesota,4423146,67618,1792,4336,missing
2020-10-21,MO,AIAN,Missouri,30518,354,2,missing,missing
2020-10-21,MO,Asian,Missouri,133377,1383,22,missing,missing
2020-10-21,MO,Black,Missouri,699840,19353,490,missing,missing
2020-10-21,MO,Multiracial,Missouri,413171,177,1,missing,missing
2020-10-21,MO,NHPI,Missouri,9730,16,1,missing,missing
2020-10-21,MO,Other,Missouri,127942,3925,43,missing,missing
2020-10-21,MO,Total,Missouri,6457981,160869,2641,missing,missing
2020-10-21,MO,White,Missouri,4740335,81657,1388,missing,missing
2020-10-21,MS,AIAN,Mississippi,16450,1305,85,missing,missing
2020-10-21,MS,Asian,Mississippi,32709,416,8,missing,missing
2020-10-21,MS,Black,Mississippi,1084481,42349,1473,missing,missing
2020-10-21,MS,Latinx,Mississippi,105220,3185,42,missing,missing
2020-10-21,MS,Other,Mississippi,56860,6196,45,missing,missing
2020-10-21,MS,Total,Mississippi,3066499,112123,3223,missing,missing
2020-10-21,MS,White,Mississippi,1658893,42519,1491,missing,missing
2020-10-21,MT,AIAN,Montana,67612,3247,69,271,missing
2020-10-21,MT,Asian,Montana,8300,60,missing,missing,missing
2020-10-21,MT,Black,Montana,5484,98,missing,10,missing
2020-10-21,MT,Other,Montana,14089,500,missing,missing,missing
2020-10-21,MT,Total,Montana,1129424,24712,275,1001,missing
2020-10-21,MT,White,Montana,916524,10101,107,467,missing
2020-10-21,NC,AIAN,North Carolina,130032,3382,54,missing,missing
2020-10-21,NC,Asian,North Carolina,343051,3743,50,missing,missing
2020-10-21,NC,Black,North Carolina,2140217,45749,1154,missing,missing
2020-10-21,NC,NHPI,North Carolina,8518,344,7,missing,missing
2020-10-21,NC,Other,North Carolina,617390,28933,245,missing,missing
2020-10-21,NC,Total,North Carolina,11557984,250592,4032,missing,missing
2020-10-21,NC,White,North Carolina,6488459,118893,2327,missing,missing
2020-10-21,ND,AIAN,North Dakota,38914,1614,missing,missing,missing
2020-10-21,ND,Asian,North Dakota,13213,470,missing,missing,missing
2020-10-21,ND,Black,North Dakota,26783,1542,missing,missing,missing
2020-10-21,ND,Multiracial,North Dakota,41940,498,missing,missing,missing
2020-10-21,ND,Other,North Dakota,11382,72,missing,missing,missing
2020-10-21,ND,Total,North Dakota,812506,34165,328,missing,missing
2020-10-21,ND,White,North Dakota,645938,19501,missing,missing,missing
2020-10-21,NE,AIAN,Nebraska,23102,543,13,56,missing
2020-10-21,NE,Asian,Nebraska,52951,1700,18,114,missing
2020-10-21,NE,Black,Nebraska,96535,2700,39,222,missing
2020-10-21,NE,NHPI,Nebraska,1534,87,0,7,missing
2020-10-21,NE,Other,Nebraska,105167,2200,15,122,missing
2020-10-21,NE,Total,Nebraska,2196219,60308,576,2741,missing
2020-10-21,NE,White,Nebraska,1538052,36600,448,2000,missing
2020-10-21,NH,Asian,New Hampshire,35871,279,4,25,missing
2020-10-21,NH,Black,New Hampshire,20127,404,9,33,missing
2020-10-21,NH,Latinx,New Hampshire,59454,1161,13,81,missing
2020-10-21,NH,Other,New Hampshire,24102,283,1,11,missing
2020-10-21,NH,Total,New Hampshire,1436983,9917,469,763,missing
2020-10-21,NH,White,New Hampshire,1216203,6550,422,563,missing
2020-10-21,NJ,Asian,New Jersey,950090,7288,879,1238,missing
2020-10-21,NJ,Black,New Jersey,1219770,22667,2860,4549,missing
2020-10-21,NJ,Latinx,New Jersey,2002575,43030,3202,6439,missing
2020-10-21,NJ,Other,New Jersey,1048641,17872,305,919,missing
2020-10-21,NJ,Total,New Jersey,11291569,223223,16245,24441,missing
2020-10-21,NJ,White,New Jersey,5112280,57349,8671,9922,missing
2020-10-21,NM,AIAN,New Mexico,212241,9485,451,1691,missing
2020-10-21,NM,Asian,New Mexico,37469,309,4,39,missing
2020-10-21,NM,Black,New Mexico,45904,669,10,36,missing
2020-10-21,NM,Latinx,New Mexico,1010811,17510,242,1220,missing
2020-10-21,NM,NHPI,New Mexico,2093,missing,missing,11,missing
2020-10-21,NM,Other,New Mexico,318632,missing,missing,36,missing
2020-10-21,NM,Total,New Mexico,3128333,38715,950,4079,missing
2020-10-21,NM,White,New Mexico,1078937,5652,228,535,missing
2020-10-21,NV,AIAN,Nevada,43932,359,8,missing,3968
2020-10-21,NV,Asian,Nevada,272703,5209,146,missing,22645
2020-10-21,NV,Black,Nevada,304739,5659,144,missing,37524
2020-10-21,NV,Latinx,Nevada,890257,30980,294,missing,46253
2020-10-21,NV,Other,Nevada,435757,6840,5,missing,78263
2020-10-21,NV,Total,Nevada,3994871,92064,1732,missing,769613
2020-10-21,NV,White,Nevada,1588463,20466,615,missing,180086
2020-10-21,NY,Asian,New York,1933127,missing,2134,3886,missing
2020-10-21,NY,Black,New York,2986172,missing,7919,15660,missing
2020-10-21,NY,Latinx,New York,3948032,missing,8130,17181,missing
2020-10-21,NY,Other,New York,2210633,missing,2198,missing,missing
2020-10-21,NY,Total,New York,24149281,488506,33645,89995,missing
2020-10-21,NY,White,New York,11143349,missing,10114,12169,missing
2020-10-21,OH,AIAN,Ohio,30720,225,4,23,missing
2020-10-21,OH,Asian,Ohio,298509,4239,50,349,missing
2020-10-21,OH,Black,Ohio,1478781,32999,893,4648,missing
2020-10-21,OH,Multiracial,Ohio,681372,5795,75,586,missing
2020-10-21,OH,NHPI,Ohio,5034,231,3,36,missing
2020-10-21,OH,Other,Ohio,224344,11649,37,640,missing
2020-10-21,OH,Total,Ohio,12320756,188005,5149,17523,missing
2020-10-21,OH,White,Ohio,9080688,109581,3988,10657,missing
2020-10-21,OK,AIAN,Oklahoma,332791,10858,112,missing,missing
2020-10-21,OK,Asian,Oklahoma,90949,3215,25,missing,missing
2020-10-21,OK,Black,Oklahoma,289961,7642,76,missing,missing
2020-10-21,OK,Other,Oklahoma,214001,4384,38,missing,missing
2020-10-21,OK,Total,Oklahoma,4431284,110855,1210,missing,missing
2020-10-21,OK,White,Oklahoma,2514885,64265,870,missing,missing
2020-10-21,OR,AIAN,Oregon,62993,978,12,97,missing
2020-10-21,OR,Asian,Oregon,194538,1128,19,105,missing
2020-10-21,OR,Black,Oregon,82655,1338,13,121,missing
2020-10-21,OR,Multiracial,Oregon,443339,803,12,45,missing
2020-10-21,OR,NHPI,Oregon,19204,643,7,86,missing
2020-10-21,OR,Other,Oregon,265431,13196,70,681,missing
2020-10-21,OR,Total,Oregon,4826013,40443,635,2989,missing
2020-10-21,OR,White,Oregon,3169096,17499,430,1678,missing
2020-10-21,PA,Asian,Pennsylvania,510501,3630,169,missing,missing
2020-10-21,PA,Black,Pennsylvania,1423169,23049,1707,missing,missing
2020-10-21,PA,Other,Pennsylvania,508531,1885,394,missing,missing
2020-10-21,PA,Total,Pennsylvania,14052315,186297,8562,missing,missing
2020-10-21,PA,White,Pennsylvania,9750687,75133,6187,missing,missing
2020-10-21,PR,Total,Puerto Rico,6534917,58830,774,missing,missing
2020-10-21,RI,AIAN,Rhode Island,7385,86,1,5,3283
2020-10-21,RI,Asian,Rhode Island,38961,420,13,46,3300
2020-10-21,RI,Black,Rhode Island,62168,2734,58,316,10136
2020-10-21,RI,Latinx,Rhode Island,182101,10015,108,912,27771
2020-10-21,RI,Multiracial,Rhode Island,101794,204,0,8,125
2020-10-21,RI,NHPI,Rhode Island,536,0,0,0,353
2020-10-21,RI,Other,Rhode Island,103615,364,0,51,11447
2020-10-21,RI,Total,Rhode Island,1279480,29123,1169,3091,404680
2020-10-21,RI,White,Rhode Island,782920,9206,770,1207,80171
2020-10-21,SC,Asian,South Carolina,90466,1595,25,missing,missing
2020-10-21,SC,Black,South Carolina,1280531,42222,1273,missing,missing
2020-10-21,SC,Other,South Carolina,177876,11668,92,missing,missing
2020-10-21,SC,Total,South Carolina,5471263,166357,3708,missing,missing
2020-10-21,SC,White,South Carolina,3243442,67689,1803,missing,missing
2020-10-21,SD,AIAN,South Dakota,77748,4239,61,480,missing
2020-10-21,SD,Asian,South Dakota,13476,845,7,39,missing
2020-10-21,SD,Black,South Dakota,17842,1392,3,76,missing
2020-10-21,SD,Latinx,South Dakota,38741,1785,6,89,missing
2020-10-21,SD,Other,South Dakota,15057,3863,26,167,missing
2020-10-21,SD,Total,South Dakota,925408,35044,333,2239,missing
2020-10-21,SD,White,South Dakota,715336,22920,230,1388,missing
2020-10-21,TN,AIAN,Tennessee,28044,298,4,missing,missing
2020-10-21,TN,Asian,Tennessee,135615,2056,26,missing,missing
2020-10-21,TN,Black,Tennessee,1092948,40038,765,missing,missing
2020-10-21,TN,NHPI,Tennessee,4115,174,2,missing,missing
2020-10-21,TN,Other,Tennessee,246282,26374,116,missing,missing
2020-10-21,TN,Total,Tennessee,7390027,235861,2970,missing,missing
2020-10-21,TN,White,Tennessee,4990938,133715,2026,missing,missing
2020-10-21,TX,Asian,Texas,1585480,825,307,missing,missing
2020-10-21,TX,Black,Texas,3552997,9286,1867,missing,missing
2020-10-21,TX,Latinx,Texas,11441717,22227,9464,missing,missing
2020-10-21,TX,Other,Texas,3951366,256,91,missing,missing
2020-10-21,TX,Total,Texas,40587222,838809,17201,missing,missing
2020-10-21,TX,White,Texas,14609365,16911,5164,missing,missing
2020-10-21,UT,AIAN,Utah,41644,1540,38,177,10926
2020-10-21,UT,Asian,Utah,80438,2116,25,125,15288
2020-10-21,UT,Black,Utah,40058,1741,8,101,11954
2020-10-21,UT,Latinx,Utah,492912,28576,117,1465,120962
2020-10-21,UT,NHPI,Utah,36930,3304,27,345,13596
2020-10-21,UT,Other,Utah,220120,10071,42,503,69277
2020-10-21,UT,Total,Utah,3764528,98006,557,4807,1027363
2020-10-21,UT,White,Utah,2573413,51350,307,2452,604518
2020-10-21,VA,AIAN,Virginia,40007,211,7,12,missing
2020-10-21,VA,Asian,Virginia,615436,5188,158,540,missing
2020-10-21,VA,Black,Virginia,1607581,33321,941,3554,missing
2020-10-21,VA,Latinx,Virginia,908749,37765,323,3195,missing
